hashed_author,first_name,name_key
physics|Lupo|Alessandro,Alessandro,alessandro
math|Gonzalez-Aviles|Cristian D.,Cristian D.,cristian
cs|Goncalves|Jorge,Jorge,jorge
astro-ph|Diesing|Rebecca,Rebecca,rebecca
math|Ma|Wing-Kin,Wing-Kin,wing-kin
math|Ou|Ke,Ke,ke
cs|Jiang|Hai,Hai,hai
physics|José|Ignacio San,Ignacio San,ignacio
astro-ph|Fischer|Travis C.,Travis C.,travis
cond-mat|Zivkovic|Ivica,Ivica,ivica
hep-ex|Sato|Toru,Toru,toru
physics|Pinkas|Meirav,Meirav,meirav
cond-mat|Barranco|Angel,Angel,angel
math|Wang|Xiaomiao,Xiaomiao,xiaomiao
cs|Tiwari|Kshitij,Kshitij,kshitij
astro-ph|Jeon|Yiseul,Yiseul,yiseul
math|Edie-Michell|Cain,Cain,cain
cs|Huang|Wei,Wei,wei
math|Lunardi|Alessandra,Alessandra,alessandra
nucl-th|Utsuno|Yutaka,Yutaka,yutaka
math|Holcman|David,David,david
eess|Verbic|Gregor,Gregor,gregor
cond-mat|Rognon|Pierre,Pierre,pierre
stat|Villani|Mattias,Mattias,mattias
math|Pilaud|Vincent,Vincent,vincent
cs|Diéguez|Martín,Martín,martín
cs|Kang|Woo Hyun,Woo Hyun,woo
eess|James|Alex Pappachen,Alex Pappachen,alex
cs|Jiang|Ming,Ming,ming
stat|Li|Sai,Sai,sai
cs|Toosi|Adel Nadjaran,Adel Nadjaran,adel
cond-mat|Chen|Zhaopin,Zhaopin,zhaopin
gr-qc|Xiao|Yong,Yong,yong
math|Moreau|Anne,Anne,anne
math|Roehrle|Gerhard,Gerhard,gerhard
physics|Domps|Baptiste,Baptiste,baptiste
hep-th|Horava|Petr,Petr,petr
cs|Su|Zhendong,Zhendong,zhendong
quant-ph|Lobe|Elisabeth,Elisabeth,elisabeth
gr-qc|Yang|Yi,Yi,yi
cond-mat|Moldabekov|Zhandos,Zhandos,zhandos
cond-mat|Lin|Haicheng,Haicheng,haicheng
physics|Burokur|Shah Nawaz,Shah Nawaz,shah
cs|Brakensiek|Joshua,Joshua,joshua
math|Xie|Pengpeng,Pengpeng,pengpeng
cs|Ruoti|Scott,Scott,scott
astro-ph|Wylezalek|Dominika,Dominika,dominika
physics|Chang|Darrick E.,Darrick E.,darrick
cs|De Wagter|Christophe,Christophe,christophe
math|de Laat|Tim,Tim,tim
math|Bakolas|Efstathios,Efstathios,efstathios
astro-ph|Dong|Jiayin,Jiayin,jiayin
physics|Lu|Yu-Kun,Yu-Kun,yu-kun
astro-ph|Kitzmann|Daniel,Daniel,daniel
cond-mat|Li|Shiliang,Shiliang,shiliang
math|Wang|Zhengfang,Zhengfang,zhengfang
quant-ph|Wang|Dong-Sheng,Dong-Sheng,dong-sheng
math|Feldman|Mikhail,Mikhail,mikhail
cs|Debbabi|Mourad,Mourad,mourad
quant-ph|Tsai|Shan-Wen,Shan-Wen,shan-wen
q-fin|Zhou|Wei-Xing,Wei-Xing,wei-xing
math|Spinolo|Laura V.,Laura V.,laura
math|Vasquez|Fernando Guevara,Fernando Guevara,fernando
math|Orsingher|Enzo,Enzo,enzo
astro-ph|Caputo|Andrea,Andrea,andrea
stat|Gebbie|Tim,Tim,tim
quant-ph|Iyoda|Eiki,Eiki,eiki
cs|Wierman|Adam,Adam,adam
quant-ph|Goold|John,John,john
math|Sciunzi|Berardino,Berardino,berardino
econ|Zdanowska|Natalia,Natalia,natalia
math|Contucci|Pierluigi,Pierluigi,pierluigi
cs|Oosterlee|Cornelis W.,Cornelis W.,cornelis
physics|Marinelli|Agostino,Agostino,agostino
physics|Kharel|Prashanta,Prashanta,prashanta
quant-ph|Egloff|Dario,Dario,dario
gr-qc|Reddy|Sanjay,Sanjay,sanjay
cond-mat|Peschke|Matthias,Matthias,matthias
math|Choi|Kyeongsu,Kyeongsu,kyeongsu
cond-mat|Kandyla|Maria,Maria,maria
cond-mat|Simonov|Arkadiy,Arkadiy,arkadiy
cs|Hu|Honggang,Honggang,honggang
cs|Keutzer|Kurt,Kurt,kurt
physics|Bustos|Felipe Pedreros,Felipe Pedreros,felipe
astro-ph|Lira|Paulina,Paulina,paulina
quant-ph|Potter|Andrew C.,Andrew C.,andrew
math|Xu|Luze,Luze,luze
math|Bhuyan|Arupjyoti,Arupjyoti,arupjyoti
cond-mat|Lidar|Daniel A.,Daniel A.,daniel
cs|Ueno|Natsuki,Natsuki,natsuki
hep-th|Johnson-Freyd|Theo,Theo,theo
astro-ph|Besla|Gurtina,Gurtina,gurtina
cond-mat|Pi|Marti,Marti,marti
nucl-th|Mezrag|Cédric,Cédric,cédric
astro-ph|Dicken|Daniel,Daniel,daniel
eess|Ng|Si-Ioi,Si-Ioi,si-ioi
hep-ph|Song|Mao,Mao,mao
astro-ph|Belczynski|Krzysztof,Krzysztof,krzysztof
math|Aghasi|Alireza,Alireza,alireza
math|Tenner|Bridget Eileen,Bridget Eileen,bridget
nucl-ex|Lin|Huey-Wen,Huey-Wen,huey-wen
astro-ph|Bregeon|Johan,Johan,johan
physics|Kercher|Andrew D.,Andrew D.,andrew
cs|Paolone|Mario,Mario,mario
cond-mat|Park|Jinha,Jinha,jinha
cs|Manolescu|Ioana,Ioana,ioana
math|Liu|Bin,Bin,bin
math|Rapinchuk|Andrei S.,Andrei S.,andrei
cs|Hendrickson|Dylan,Dylan,dylan
astro-ph|Lazio|Joseph,Joseph,joseph
cs|Mistry|Sajib,Sajib,sajib
cond-mat|Derrida|Bernard,Bernard,bernard
q-bio|Hein|Jotun,Jotun,jotun
hep-ph|Edwards|Benjamin R.,Benjamin R.,benjamin
quant-ph|Dassonneville|Remy,Remy,remy
cond-mat|Jakob|Gerhard,Gerhard,gerhard
physics|Dufresne|Eric R.,Eric R.,eric
math|Huang|Chengming,Chengming,chengming
cond-mat|Zhang|Pengfei,Pengfei,pengfei
cs|Das|Siddhartha,Siddhartha,siddhartha
hep-ph|Vicente|Avelino,Avelino,avelino
cond-mat|Kouwenhoven|Leo P.,Leo P.,leo
stat|Cho|Haeran,Haeran,haeran
gr-qc|Kojima|Yasufumi,Yasufumi,yasufumi
physics|Deng|Guangwei,Guangwei,guangwei
cs|Feng|Xiaotao,Xiaotao,xiaotao
astro-ph|Hirano|Teruyuki,Teruyuki,teruyuki
nucl-th|Suenaga|Daiki,Daiki,daiki
gr-qc|Bianchi|Eugenio,Eugenio,eugenio
quant-ph|Hung|Ling-Yan,Ling-Yan,ling-yan
cs|Dragotto|Gabriele,Gabriele,gabriele
hep-ph|Motornenko|Anton,Anton,anton
cs|Gander|Martin J.,Martin J.,martin
quant-ph|Martin|Orion,Orion,orion
quant-ph|Lutz|Eric,Eric,eric
eess|Zhang|Xiang,Xiang,xiang
astro-ph|Mourard|Denis,Denis,denis
eess|Baldi|Simone,Simone,simone
hep-ph|Tsai|Tien-Hsueh,Tien-Hsueh,tien-hsueh
stat|Needell|Deanna,Deanna,deanna
math|Nemmi|Daniele,Daniele,daniele
astro-ph|LaCourse|Daryll M.,Daryll M.,daryll
astro-ph|Kang|Sunghyun,Sunghyun,sunghyun
math|Požár|Norbert,Norbert,norbert
cs|Xu|Dongfang,Dongfang,dongfang
math|Agarwal|Abhishek,Abhishek,abhishek
cs|Huber|Felix,Felix,felix
cs|Levine|Joshua A.,Joshua A.,joshua
math|Cervetti|Matteo,Matteo,matteo
astro-ph|Araiza-Duran|José Antonio,José Antonio,josé
cond-mat|Washizu|Hitoshi,Hitoshi,hitoshi
math-ph|Wigman|Igor,Igor,igor
math|Said|Mona Ben,Mona Ben,mona
cs|Leshem|Amir,Amir,amir
eess|Darwazeh|Izzat,Izzat,izzat
eess|Cheng|Wenchi,Wenchi,wenchi
cond-mat|Yi|Di,Di,di
math|Ionescu|Marius,Marius,marius
cs|Shepelyansky|Dima L.,Dima L.,dima
cs|Sharififar|Arman,Arman,arman
physics|Iadecola|Thomas,Thomas,thomas
math|Fridman|Emilia,Emilia,emilia
astro-ph|Sankar|Ramanakumar,Ramanakumar,ramanakumar
cond-mat|Xu|Shuigang,Shuigang,shuigang
astro-ph|Laine|Seppo,Seppo,seppo
quant-ph|Kahanamoku-Meyer|Gregory D.,Gregory D.,gregory
physics|Fung|Lloyd,Lloyd,lloyd
cond-mat|McClellan|Connor J.,Connor J.,connor
math|Nielsen|Mikkel Slot,Mikkel Slot,mikkel
math|Buzano|Reto,Reto,reto
math|Freire|Igor Leite,Igor Leite,igor
math|Ayuso|Pedro Fortuny,Pedro Fortuny,pedro
astro-ph|Lindfors|Elina,Elina,elina
cond-mat|Saha|Surajit,Surajit,surajit
nlin|Trillo|Stefano,Stefano,stefano
cond-mat|Shavit|Gal,Gal,gal
eess|Huang|Jie,Jie,jie
nucl-th|Pastore|Alessandro,Alessandro,alessandro
quant-ph|Armour|Andrew D.,Andrew D.,andrew
math|Bezushchak|Oksana,Oksana,oksana
hep-th|Laumann|Chris R.,Chris R.,chris
math|Bradshaw|Peter,Peter,peter
cs|Sun|Yi,Yi,yi
math|Kedlaya|Kiran S.,Kiran S.,kiran
math|Li|Zan,Zan,zan
cs|Gupta|Suyash,Suyash,suyash
physics|Wang|Shuxia,Shuxia,shuxia
physics|Wunderling|Nico,Nico,nico
math|Eksioglu|Burak,Burak,burak
cond-mat|Christensen|Johan,Johan,johan
astro-ph|Núñez|Carolina,Carolina,carolina
astro-ph|van Eijndhoven|Nick,Nick,nick
cond-mat|Anglin|James R.,James R.,james
math|Giletti|Thomas,Thomas,thomas
math|Ivanov|Alexander B.,Alexander B.,alexander
math|Romero|José Luis,José Luis,josé
astro-ph|Özel|Feryal,Feryal,feryal
physics|Kumar|Samir,Samir,samir
cond-mat|Nuckolls|Colin,Colin,colin
cs|Berrone|Stefano,Stefano,stefano
physics|Kornbluth|Mordechai,Mordechai,mordechai
astro-ph|Bowman|Judd,Judd,judd
eess|Abdelaziz|Mahmoud,Mahmoud,mahmoud
cs|Srivastava|Gautam,Gautam,gautam
cond-mat|Moya|Xavier,Xavier,xavier
astro-ph|Sugita|Seiji,Seiji,seiji
eess|Khurram|Adil,Adil,adil
cond-mat|Raposo|Víctor,Víctor,víctor
q-bio|Alert|Ricard,Ricard,ricard
physics|Richerme|Philip,Philip,philip
quant-ph|Lu|Hsuan-Hao,Hsuan-Hao,hsuan-hao
cond-mat|Huang|Liping,Liping,liping
math|Mostovyi|Oleksii,Oleksii,oleksii
cs|Leibner|Tobias,Tobias,tobias
hep-ph|Li|Feng,Feng,feng
math|Guo|Yingying,Yingying,yingying
math|MacGillivray|Gary,Gary,gary
astro-ph|Ceverino|Daniel,Daniel,daniel
cond-mat|Witkowska|Emilia,Emilia,emilia
math-ph|Pavelka|Michal,Michal,michal
physics|Semeghini|Giulia,Giulia,giulia
math|Schrader|Gus,Gus,gus
math-ph|Gomi|Kiyonori,Kiyonori,kiyonori
physics|Kildishev|Alexander V.,Alexander V.,alexander
quant-ph|Yamamoto|Naoki,Naoki,naoki
math|Weisser|Tillmann,Tillmann,tillmann
cs|Ma|Zejun,Zejun,zejun
astro-ph|Diamond-Stanic|Aleksandar M.,Aleksandar M.,aleksandar
cs|Sooriyabandara|Mahesh,Mahesh,mahesh
astro-ph|Gruendl|Robert A.,Robert A.,robert
astro-ph|Gan|Zhaoming,Zhaoming,zhaoming
nucl-th|Chen|Jinhui,Jinhui,jinhui
physics|Baggaley|Andrew W.,Andrew W.,andrew
astro-ph|Astudillo-Defru|Nicola,Nicola,nicola
math-ph|de Gier|Jan,Jan,jan
astro-ph|Sushchov|Oleksandr,Oleksandr,oleksandr
math|Sreekumar|Sreejith,Sreejith,sreejith
cs|Noeiaghdam|Samad,Samad,samad
cs|Limon|Daniel,Daniel,daniel
physics|Makarov|Sergey,Sergey,sergey
math|Müller|Ralf,Ralf,ralf
physics|Dorso|Claudio O.,Claudio O.,claudio
math|Bellingeri|Paolo,Paolo,paolo
astro-ph|Scicluna|Peter,Peter,peter
astro-ph|Pravec|Petr,Petr,petr
math|Rasheed|Adil,Adil,adil
physics|Mathijssen|Arnold J. T. M.,Arnold J. T. M.,arnold
hep-ph|Parkhomenko|Alexander Ya.,Alexander Ya.,alexander
physics|Schmidt|Jonathan,Jonathan,jonathan
hep-lat|Chiu|Ting-Wai,Ting-Wai,ting-wai
hep-th|Roughley|John,John,john
cond-mat|Graf|David,David,david
astro-ph|Lu|Philip,Philip,philip
cs|Drugman|Thomas,Thomas,thomas
astro-ph|Tabone|Benoit,Benoit,benoit
cs|Wu|Wenchuan,Wenchuan,wenchuan
math|Yao|Jianfeng,Jianfeng,jianfeng
math|Xiang|Xueshuang,Xueshuang,xueshuang
cond-mat|Cho|Kyeongjae,Kyeongjae,kyeongjae
cond-mat|Bartolo|Denis,Denis,denis
astro-ph|Gammie|Charles F.,Charles F.,charles
physics|Liu|Peng,Peng,peng
astro-ph|Camera|Stefano,Stefano,stefano
math|Lee|Wonjun,Wonjun,wonjun
cs|Das|Sandip,Sandip,sandip
cond-mat|Kormos|Márton,Márton,márton
cs|Mukhopadhyay|Sagnik,Sagnik,sagnik
math|Kinra|Kush,Kush,kush
math|Cox|Charles Garnet,Charles Garnet,charles
astro-ph|Roy|Namrata,Namrata,namrata
astro-ph|Osorio|Mayra,Mayra,mayra
physics|Weber|Sebastian,Sebastian,sebastian
physics|Li|Xiaoqin,Xiaoqin,xiaoqin
cond-mat|Bruckner|Barbara,Barbara,barbara
cond-mat|Du|Haifeng,Haifeng,haifeng
math|Notarnicola|Ivano,Ivano,ivano
astro-ph|Roodman|Aaron,Aaron,aaron
hep-ph|McDonald|Jamie I.,Jamie I.,jamie
nlin|Cole|Justin T.,Justin T.,justin
astro-ph|Maccone|Claudio,Claudio,claudio
cond-mat|Bourhill|Jeremy,Jeremy,jeremy
astro-ph|Capozziello|Salvatore,Salvatore,salvatore
quant-ph|Jendrzejewski|Fred,Fred,fred
physics|Oldenburg|Douglas W.,Douglas W.,douglas
math|Toninelli|Fabio,Fabio,fabio
quant-ph|O'Gorman|Bryan,Bryan,bryan
hep-th|van Suijlekom|Walter D.,Walter D.,walter
cs|Horaud|Radu,Radu,radu
cond-mat|Farkasovsky|Pavol,Pavol,pavol
math|Wang|Juncheng,Juncheng,juncheng
astro-ph|Gillon|Michael,Michael,michael
astro-ph|Bialek|Spencer,Spencer,spencer
cs|Fernbach|Pierre,Pierre,pierre
q-fin|Cialenco|Igor,Igor,igor
hep-ph|Giese|Felix,Felix,felix
hep-th|Singh|Suprit,Suprit,suprit
hep-ph|Buttazzo|Dario,Dario,dario
eess|Hu|Bo,Bo,bo
math|Rodosthenous|Neofytos,Neofytos,neofytos
quant-ph|Grimsmo|Arne L.,Arne L.,arne
astro-ph|Papaioannou|Athanasios,Athanasios,athanasios
hep-ph|Sandick|Pearl,Pearl,pearl
astro-ph|Marchant|Pablo,Pablo,pablo
cond-mat|Wang|Jue,Jue,jue
astro-ph|Balfour|Yanga,Yanga,yanga
cond-mat|Zhong|Jianxin,Jianxin,jianxin
physics|Romero|Ignacio,Ignacio,ignacio
q-bio|Rowlett|Julie,Julie,julie
gr-qc|Seto|Naoki,Naoki,naoki
cond-mat|Brackley|Chris A.,Chris A.,chris
hep-th|Rosso|Felipe,Felipe,felipe
math-ph|Castro-Alvaredo|Olalla A.,Olalla A.,olalla
cs|Carette|Jacques,Jacques,jacques
math|Gómez|Tomás L.,Tomás L.,tomás
cond-mat|Saglam|Hilal,Hilal,hilal
math|Giansiracusa|Noah,Noah,noah
eess|Zhao|Ming-Min,Ming-Min,ming-min
math|Mohan|Manil T.,Manil T.,manil
econ|Hötte|Kerstin,Kerstin,kerstin
nucl-th|Spiesberger|Hubert,Hubert,hubert
quant-ph|Chaudhry|Adam Zaman,Adam Zaman,adam
cs|Tamura|Yasumasa,Yasumasa,yasumasa
hep-ph|Frigerio|Michele,Michele,michele
cond-mat|Peixoto|Thiago R. F.,Thiago R. F.,thiago
cs|Knollmann|Till,Till,till
q-bio|Baker|Michael E.,Michael E.,michael
astro-ph|Biller|Beth A.,Beth A.,beth
gr-qc|Hadar|Shahar,Shahar,shahar
physics|Clausen|Jonathan R.,Jonathan R.,jonathan
math|Rosas-Ortiz|Oscar,Oscar,oscar
astro-ph|Serra|Paolo,Paolo,paolo
astro-ph|Pietrukowicz|Paweł,Paweł,paweł
astro-ph|Ota|Norio,Norio,norio
quant-ph|Arceci|Luca,Luca,luca
cs|Vigny|Alexandre,Alexandre,alexandre
math|Loyka|Sergey,Sergey,sergey
cond-mat|Melo|André,André,andré
quant-ph|Hübel|Hannes,Hannes,hannes
eess|Xia|William,William,william
astro-ph|Matthews|Lynn D.,Lynn D.,lynn
cs|Krunz|Marwan,Marwan,marwan
math|Šmigoc|Helena,Helena,helena
cs|Neto|Francisco Gomes de Oliveira,Francisco Gomes de Oliveira,francisco
gr-qc|Natário|José,José,josé
hep-ph|Oshita|Naritaka,Naritaka,naritaka
math|Olive|Guillaume,Guillaume,guillaume
astro-ph|Birks|Tim A.,Tim A.,tim
cond-mat|Göhmann|Frank,Frank,frank
cs|Xu|Pingping,Pingping,pingping
cs|Caballero|Juan,Juan,juan
cs|Chergui|Hatim,Hatim,hatim
cs|Fernández-Guillamón|Ana,Ana,ana
cs|Apostolaki|Maria,Maria,maria
astro-ph|Benomar|Othman,Othman,othman
math|de la Hoz|Francisco,Francisco,francisco
cs|Janczewski|Wojciech,Wojciech,wojciech
cs|Nguyen|Tien Hoa,Tien Hoa,tien
cs|Pileggi|Larry,Larry,larry
math|Forcella|Luigi,Luigi,luigi
astro-ph|Hamaus|Nico,Nico,nico
gr-qc|Talebian|Alireza,Alireza,alireza
astro-ph|Fernandez|Yanga R.,Yanga R.,yanga
hep-ph|Moroi|Takeo,Takeo,takeo
cond-mat|Roos|Christian F.,Christian F.,christian
physics|Chan|Garnet Kin-Lic,Garnet Kin-Lic,garnet
cond-mat|Valencia|Camilo,Camilo,camilo
quant-ph|Cai|Zhenyu,Zhenyu,zhenyu
physics|Roulet|Julien,Julien,julien
math|Muhle-Karbe|Johannes,Johannes,johannes
astro-ph|Fouchet|Thierry,Thierry,thierry
astro-ph|Roncadelli|Marco,Marco,marco
cs|Pérez|Jorge A.,Jorge A.,jorge
astro-ph|Zhao|Yong-Heng,Yong-Heng,yong-heng
math|Berg|Imme van den,Imme van den,imme
physics|Lum|Daniel J.,Daniel J.,daniel
hep-lat|Morris|Wayne,Wayne,wayne
cs|Zhao|Hui,Hui,hui
cs|Bae|Sang Won,Sang Won,sang
astro-ph|López-Urrutia|José R. Crespo,José R. Crespo,josé
astro-ph|van Kampen|Eelco,Eelco,eelco
gr-qc|Gupta|Anuradha,Anuradha,anuradha
hep-th|Liu|Yu-Xiao,Yu-Xiao,yu-xiao
eess|Naylor|Patrick A.,Patrick A.,patrick
quant-ph|Pla|Jarryd J.,Jarryd J.,jarryd
physics|Schutzius|Thomas M.,Thomas M.,thomas
quant-ph|Wen|Qiaoyan,Qiaoyan,qiaoyan
econ|D'Haultfœuille|Xavier,Xavier,xavier
math-ph|Adán|Alí Guzmán,Alí Guzmán,alí
astro-ph|Glazier|Amy L.,Amy L.,amy
cond-mat|Withers|Benjamin,Benjamin,benjamin
cond-mat|Saito|Tomohiro,Tomohiro,tomohiro
quant-ph|Martinez|Javier Puertas,Javier Puertas,javier
math|Fernández|David C. Del Rey,David C. Del Rey,david
physics|Behera|Narayan,Narayan,narayan
math|Huang|Xiao,Xiao,xiao
cs|Jakl|Tomáš,Tomáš,tomáš
astro-ph|Cowan|Nicolas B.,Nicolas B.,nicolas
quant-ph|Qi|Lu,Lu,lu
physics|Hövel|Philipp,Philipp,philipp
math|Hu|Yonggang,Yonggang,yonggang
cs|Portokalidis|Georgios,Georgios,georgios
math|van Suijlekom|Walter D.,Walter D.,walter
eess|Liu|Yuanwei,Yuanwei,yuanwei
math|Funk|Daryl,Daryl,daryl
math|Lee|Ji Oon,Ji Oon,ji
math|Ryu|Minseok,Minseok,minseok
nucl-th|Carignano|Stefano,Stefano,stefano
hep-th|Musaev|Edvard T.,Edvard T.,edvard
physics|Kieschnick|Michael,Michael,michael
astro-ph|Shimakawa|Rhythm,Rhythm,rhythm
eess|Zhang|Shuowen,Shuowen,shuowen
cs|Portugal|Renato,Renato,renato
math|Sigmund|Ole,Ole,ole
cond-mat|Shenoy|Vijay B.,Vijay B.,vijay
astro-ph|Bahamonde|Sebastian,Sebastian,sebastian
math|Saidi|Mohamed,Mohamed,mohamed
gr-qc|Hobson|Michael P.,Michael P.,michael
cond-mat|MacKintosh|Fred C.,Fred C.,fred
gr-qc|Bhattacharya|Krishnakanta,Krishnakanta,krishnakanta
physics|Mukherjee|Manas,Manas,manas
physics|Ma|Pengfei,Pengfei,pengfei
math|Yuan|Xiaofan,Xiaofan,xiaofan
physics|Midolo|Leonardo,Leonardo,leonardo
cs|Draper|Thomas C.,Thomas C.,thomas
cs|Sanità|Laura,Laura,laura
econ|Olkhov|Victor,Victor,victor
cond-mat|Cui|Yanwei,Yanwei,yanwei
physics|Li|Qiang,Qiang,qiang
cs|Kolev|Pavel,Pavel,pavel
cond-mat|El-Azab|Anter,Anter,anter
math|Rendl|Franz,Franz,franz
cs|Dujmović|Vida,Vida,vida
cs|Gao|Wen,Wen,wen
eess|Kang|Joonhyuk,Joonhyuk,joonhyuk
math|Hazarika|Bipan,Bipan,bipan
eess|Zhou|Yifan,Yifan,yifan
math|Koberda|Thomas,Thomas,thomas
hep-ph|Xu|Shu-Sheng,Shu-Sheng,shu-sheng
physics|Hadfield|Robert H.,Robert H.,robert
cs|Stein|Clifford,Clifford,clifford
astro-ph|Das|Barnali,Barnali,barnali
hep-ph|Braun|Jens,Jens,jens
cs|Dellaert|Frank,Frank,frank
cs|Havlena|Vojtěch,Vojtěch,vojtěch
physics|Gherardi|Marco,Marco,marco
math|Izyurov|Konstantin,Konstantin,konstantin
cs|Netti|Alessio,Alessio,alessio
physics|Madhav|Kalaga,Kalaga,kalaga
cs|Alam|Muhammad,Muhammad,muhammad
stat|Benhamou|Eric,Eric,eric
quant-ph|Goldner|Philippe,Philippe,philippe
math|Vondraček|Zoran,Zoran,zoran
physics|Slesazeck|Stefan,Stefan,stefan
physics|Ashida|Yuto,Yuto,yuto
cond-mat|Rosch|Achim,Achim,achim
cs|Wang|Xiang,Xiang,xiang
quant-ph|Notarnicola|Simone,Simone,simone
math|Valeri|Daniele,Daniele,daniele
cs|Ma|Hui,Hui,hui
quant-ph|Burri|Samuel,Samuel,samuel
hep-ph|Mück|Alexander,Alexander,alexander
cs|Tochner|Saar,Saar,saar
eess|Oestges|Claude,Claude,claude
quant-ph|Qian|Chen,Chen,chen
cond-mat|Ruscher|Céline,Céline,céline
math|Hunter|John K.,John K.,john
quant-ph|Hudson|Eric R.,Eric R.,eric
physics|Wu|Jing,Jing,jing
cs|Becher|Verónica,Verónica,verónica
physics|Gillett|Alexander J.,Alexander J.,alexander
quant-ph|Wang|You,You,you
astro-ph|Kochoska|Angela,Angela,angela
physics|Lee|Sungmin,Sungmin,sungmin
eess|Alsulami|Osama Zwaid,Osama Zwaid,osama
math|Bastianello|Nicola,Nicola,nicola
cond-mat|Löw|Robert,Robert,robert
gr-qc|Smolin|Lee,Lee,lee
hep-th|Wyss|Leander,Leander,leander
cond-mat|Xue|Zheng-Yuan,Zheng-Yuan,zheng-yuan
cs|Sun|Lifeng,Lifeng,lifeng
math-ph|Dappiaggi|Claudio,Claudio,claudio
physics|Steinert|Michael,Michael,michael
cs|Díaz-Báñez|José-Miguel,José-Miguel,josé-miguel
astro-ph|Rabinowitz|David,David,david
astro-ph|Tingay|Steven,Steven,steven
quant-ph|Xiao|Da-Wu,Da-Wu,da-wu
math|Bajpai|Jitendra,Jitendra,jitendra
astro-ph|Hall|Patrick B.,Patrick B.,patrick
cond-mat|Deuar|Piotr,Piotr,piotr
math|Keyes|David,David,david
astro-ph|Mészáros|László,László,lászló
nlin|Odake|Satoru,Satoru,satoru
astro-ph|Koyama|Shoko,Shoko,shoko
astro-ph|Kumar|Rahul,Rahul,rahul
physics|Khalil|Nagi,Nagi,nagi
gr-qc|Kawamura|Seiji,Seiji,seiji
quant-ph|Corbitt|Thomas,Thomas,thomas
physics|Singh|Bhavini,Bhavini,bhavini
cs|Lenzen|Christoph,Christoph,christoph
math|Granholm|Jonas B.,Jonas B.,jonas
astro-ph|Drozdovskaya|Maria N.,Maria N.,maria
physics|Boyn|Jan-Niklas,Jan-Niklas,jan-niklas
cond-mat|Zheng|Guo-qing,Guo-qing,guo-qing
gr-qc|Knorr|Benjamin,Benjamin,benjamin
gr-qc|Wilczek|Frank,Frank,frank
stat|Arbel|Julyan,Julyan,julyan
astro-ph|Drimmel|Ronald,Ronald,ronald
cond-mat|Haas|Pierre A.,Pierre A.,pierre
hep-ph|Benetti|Micol,Micol,micol
cs|Southworth|Ben S.,Ben S.,ben
math|Sabourau|Stéphane,Stéphane,stéphane
math-ph|Hock|Alexander,Alexander,alexander
hep-ph|Ke|Weiyao,Weiyao,weiyao
cs|Guillon|Bruno,Bruno,bruno
hep-th|Shiba|Noburo,Noburo,noburo
cs|Hager|Georg,Georg,georg
math|Pareschi|Giuseppe,Giuseppe,giuseppe
hep-th|Hassanabadi|Hassan,Hassan,hassan
math|van de Ven|Christiaan J. F.,Christiaan J. F.,christiaan
q-bio|De Luca|Chiara,Chiara,chiara
cond-mat|Hu|Chongze,Chongze,chongze
cs|Moreno|Matthew Andres,Matthew Andres,matthew
physics|Saha|Sudipta,Sudipta,sudipta
cs|Kakkavas|Anastasios,Anastasios,anastasios
astro-ph|Gupta|Arvind F.,Arvind F.,arvind
math|Bezuglyi|Sergey,Sergey,sergey
quant-ph|Strandberg|Ingrid,Ingrid,ingrid
astro-ph|Heald|George,George,george
hep-ph|Safa|Ibrahim,Ibrahim,ibrahim
physics|Zambanini|Andre,Andre,andre
cs|Lehre|Per Kristian,Per Kristian,per
math|Jiang|Ning,Ning,ning
eess|Alvarado|Alex,Alex,alex
math|Moretti|Marco,Marco,marco
astro-ph|Yoshida|Daisuke,Daisuke,daisuke
quant-ph|Erickson|Stephen D.,Stephen D.,stephen
math|Borisov|Dennis,Dennis,dennis
math|Ma|Shi-Mei,Shi-Mei,shi-mei
physics|Wu|Yu-Chun,Yu-Chun,yu-chun
math|Archer|Eleanor,Eleanor,eleanor
cs|Macedo|Hugo Daniel,Hugo Daniel,hugo
hep-th|Chamseddine|Ali H.,Ali H.,ali
hep-ph|Nicholson|Amy,Amy,amy
math|Cottatellucci|Laura,Laura,laura
nlin|Ghoshal|Gourab,Gourab,gourab
astro-ph|Seales|Johnny,Johnny,johnny
physics|Herrero|Cecilia,Cecilia,cecilia
hep-ph|Ferretti|Gabriele,Gabriele,gabriele
cs|Putra|Guntur Dharma,Guntur Dharma,guntur
stat|Benjamini|Yoav,Yoav,yoav
cond-mat|Bonitz|Michael,Michael,michael
astro-ph|Callister|Thomas,Thomas,thomas
cond-mat|Caffarel|Michel,Michel,michel
cond-mat|Elcoro|Luis,Luis,luis
eess|Kitamura|Daichi,Daichi,daichi
astro-ph|Chakrabarty|Aritra,Aritra,aritra
gr-qc|Li|Wen-Du,Wen-Du,wen-du
astro-ph|Leistedt|Boris,Boris,boris
cond-mat|Chakraborti|Subhadip,Subhadip,subhadip
math|Kryven|Ivan,Ivan,ivan
hep-th|Teryaev|Oleg V.,Oleg V.,oleg
physics|Kuzyk|Anton,Anton,anton
cond-mat|Stojkoski|Viktor,Viktor,viktor
math|Mohammadi|Fatemeh,Fatemeh,fatemeh
astro-ph|Gu|Qilao,Qilao,qilao
hep-ex|Li|Zhibing,Zhibing,zhibing
cs|Ni|Rongrong,Rongrong,rongrong
physics|Pirozhkov|Alexander S.,Alexander S.,alexander
