hashed_author,first_name,tag
nucl-ex|Radeka|V.,V.,initial
hep-ex|Lim|I. T.,I. T.,initial
hep-ph|Silva|M.,M.,initial
hep-th|Rubakov|V.,V.,initial
astro-ph|Fruchter|A. S.,A. S.,initial
cond-mat|Choi|K. -Y.,K. -Y.,initial
physics|Pisano|G.,G.,initial
nucl-ex|Jaegle|I.,I.,initial
astro-ph|Wang|Y. J.,Y. J.,initial
hep-ex|Holzbauer|J. L.,J. L.,initial
astro-ph|Walker|D. L.,D. L.,initial
hep-ex|Rubinov|P.,P.,initial
physics|Janssen|J.,J.,initial
physics|Lin|C. D.,C. D.,initial
astro-ph|López|R.,R.,initial
hep-ph|Sobie|R. J.,R. J.,initial
quant-ph|Liu|W. Vincent,W. Vincent,initial
cond-mat|Mekkaoui|N. El,N. El,initial
hep-ph|Chelkov|G.,G.,initial
astro-ph|Bruijn|M. P.,M. P.,initial
q-bio|Adhikari|R.,R.,initial
astro-ph|Vinet|J. -Y.,J. -Y.,initial
astro-ph|Perivolaropoulos|L.,L.,initial
physics|Nagler|B.,B.,initial
hep-ex|Kuss|M.,M.,initial
hep-ex|Meyer|H.,H.,initial
cond-mat|Mishchenko|A.,A.,initial
nlin|Ferreira|L. A.,L. A.,initial
astro-ph|Bowles|M. A.,M. A.,initial
astro-ph|Kim|J. H.,J. H.,initial
cond-mat|Pletikosić|I.,I.,initial
astro-ph|Hayashi|K.,K.,initial
hep-ex|Kroupova|T.,T.,initial
hep-ph|Xia|L.,L.,initial
astro-ph|Cordero-Carrión|I.,I.,initial
astro-ph|Weldert|J.,J.,initial
physics|Jiang|M.,M.,initial
hep-ph|Gollapinni|S.,S.,initial
hep-ex|Cogoni|V.,V.,initial
astro-ph|Karnesis|N.,N.,initial
astro-ph|Mirabolfathi|N.,N.,initial
eess|Banks|M. Katherine,M. Katherine,initial
hep-ex|Peimer|D. R.,D. R.,initial
cond-mat|Frattini|N. E.,N. E.,initial
cond-mat|Abhilash|T. S.,T. S.,initial
physics|Gatti|F.,F.,initial
physics|Uchida|T.,T.,initial
hep-th|Tchrakian|D. H.,D. H.,initial
nucl-ex|Faestermann|T.,T.,initial
astro-ph|Prasanna|R.,R.,initial
hep-ex|Yuan|L.,L.,initial
astro-ph|Sanna|N.,N.,initial
nucl-ex|Pruitt|C. D.,C. D.,initial
hep-ex|van Tonder|R.,R.,initial
hep-ph|De Vita|R.,R.,initial
hep-ex|Ehrlich|R.,R.,initial
hep-ex|Johnson|R.,R.,initial
astro-ph|Malik|U.,U.,initial
astro-ph|Ivanova|O. V.,O. V.,initial
physics|Ishida|T.,T.,initial
hep-ph|Özdem|U.,U.,initial
cond-mat|Amitsuka|H.,H.,initial
hep-ph|Menon|M. J.,M. J.,initial
nucl-th|Weber|M.,M.,initial
hep-ex|Wolfs|F. L. H.,F. L. H.,initial
hep-ex|Schmidt|S.,S.,initial
hep-ph|Masud|M.,M.,initial
nucl-ex|Scordo|A.,A.,initial
hep-ex|Conti|E.,E.,initial
astro-ph|Bartkiewicz|A.,A.,initial
astro-ph|Saha|L.,L.,initial
cond-mat|Ankerhold|J.,J.,initial
physics|Avanzini|M. Buizza,M. Buizza,initial
astro-ph|Etienne|Z.,Z.,initial
physics|Torrisi|G.,G.,initial
astro-ph|Rogers|T. M.,T. M.,initial
physics|Ruostekoski|J.,J.,initial
astro-ph|Hurier|G.,G.,initial
astro-ph|Inada|T.,T.,initial
astro-ph|Miyoki|S.,S.,initial
cond-mat|Kalashnikova|A. M.,A. M.,initial
cond-mat|Collignon|C.,C.,initial
hep-ex|Moulai|M.,M.,initial
astro-ph|Matsumoto|K.,K.,initial
hep-ex|Cremaldi|L.,L.,initial
hep-ph|Laurenza|M.,M.,initial
hep-ph|Xie|X. H.,X. H.,initial
nucl-ex|Glamazdin|O.,O.,initial
nucl-ex|Di Leva|A.,A.,initial
gr-qc|Fernandez-Galiana|A.,A.,initial
astro-ph|Mariani|C.,C.,initial
physics|Jenko|F.,F.,initial
hep-ph|Tu|Z.,Z.,initial
hep-ex|Torun|Y.,Y.,initial
hep-ex|Richards|D. S.,D. S.,initial
astro-ph|Fronzé|G. G.,G. G.,initial
hep-ex|Beckman|S.,S.,initial
hep-ex|Wiebusch|C. H.,C. H.,initial
hep-ex|Severijns|N.,N.,initial
cond-mat|Herzog|M.,M.,initial
astro-ph|Treviño-Morales|S. P.,S. P.,initial
cond-mat|Zhao|C. C.,C. C.,initial
hep-ex|Michaud|É. M.,É. M.,initial
cond-mat|Ma|Q.,Q.,initial
astro-ph|Carraro|G.,G.,initial
hep-ph|Maneira|J.,J.,initial
physics|Tyra|M. A.,M. A.,initial
physics|Heller|R.,R.,initial
physics|Re|A.,A.,initial
physics|Schütt|M.,M.,initial
astro-ph|Tennyson|B. P.,B. P.,initial
astro-ph|Luhman|K. L.,K. L.,initial
physics|Roso|L.,L.,initial
cond-mat|Zhang|S. J.,S. J.,initial
gr-qc|Markosyan|A. S.,A. S.,initial
physics|White|C.,C.,initial
hep-ph|Chen|J.,J.,initial
astro-ph|Martins|V. Barbosa,V. Barbosa,initial
nucl-ex|Koning|A. J.,A. J.,initial
nucl-ex|Trautmann|W.,W.,initial
hep-th|Yajnik|U. A.,U. A.,initial
eess|Di Renna|R. B.,R. B.,initial
hep-ex|Liu|L.,L.,initial
astro-ph|Kruse|J.,J.,initial
hep-ex|Park|C. -S.,C. -S.,initial
physics|Hadavizadeh|T.,T.,initial
physics|Kaygorodov|M. Y.,M. Y.,initial
physics|Leder|A.,A.,initial
astro-ph|McBride|V. A.,V. A.,initial
hep-ex|Fowler|J.,J.,initial
hep-ex|Johnson|M.,M.,initial
nucl-ex|Parfenova|Yu. L.,Yu. L.,initial
hep-ex|Chiarello|G.,G.,initial
hep-ex|Derevschikov|A. A.,A. A.,initial
hep-ex|Takahashi|M.,M.,initial
cs|Hassan|Md. Zoheb,Md. Zoheb,initial
hep-th|Bolokhov|S. V.,S. V.,initial
hep-ex|Kong|D. J.,D. J.,initial
hep-ph|Troitsky|S. V.,S. V.,initial
astro-ph|Jung|C. K.,C. K.,initial
cs|Beilina|L.,L.,initial
hep-ph|Dusaev|R. R.,R. R.,initial
hep-ex|Haack|C.,C.,initial
cond-mat|Uemura|Y. J.,Y. J.,initial
hep-ex|Helmer|R. L.,R. L.,initial
cond-mat|Miseikis|V.,V.,initial
hep-ph|Sankar|S Uma,S Uma,too_short
physics|Wood|L.,L.,initial
hep-ph|de André|J. P. A. M.,J. P. A. M.,initial
gr-qc|Thomas|L.,L.,initial
nucl-ex|Rotondo|M.,M.,initial
hep-ex|Cinabro|D.,D.,initial
physics|Lukyanchenko|L.,L.,initial
physics|Adarsh|K. V.,K. V.,initial
cond-mat|Cohen|R. E.,R. E.,initial
physics|Savarese|C.,C.,initial
hep-ex|Luppi|E.,E.,initial
gr-qc|Brady|P. R.,P. R.,initial
physics|Krems|R. V.,R. V.,initial
hep-th|Escobar|C. A.,C. A.,initial
cond-mat|Boehme|C.,C.,initial
cond-mat|Grémaud|B.,B.,initial
hep-ex|Li|Q.,Q.,initial
nucl-th|Lacey|R.,R.,initial
astro-ph|Di Girolamo|T.,T.,initial
physics|Khymyn|R.,R.,initial
astro-ph|Dabringhausen|J.,J.,initial
hep-ex|Ignatov|F.,F.,initial
astro-ph|Lamberts|A.,A.,initial
hep-ph|Mrvar|M.,M.,initial
astro-ph|Hubin|N.,N.,initial
astro-ph|Henriksen|R. N.,R. N.,initial
astro-ph|Orchera|P. G. Brichetto,P. G. Brichetto,initial
hep-ex|Pyatovsky|S. E.,S. E.,initial
nucl-ex|Zou|Q.,Q.,initial
astro-ph|Korman|M.,M.,initial
astro-ph|Saffi|S. J.,S. J.,initial
astro-ph|Cannizzaro|G.,G.,initial
nucl-ex|Materna|T.,T.,initial
hep-ex|Greeven|L. M.,L. M.,initial
quant-ph|Akhilesh|K. S.,K. S.,initial
hep-ex|Taylor|W. C.,W. C.,initial
cond-mat|Sadeghpour|H. R.,H. R.,initial
hep-ex|Giakoumopoulou|V.,V.,initial
astro-ph|Neal|R. J.,R. J.,initial
physics|Hall|G.,G.,initial
physics|Pappas|D. P.,D. P.,initial
cond-mat|Fittipaldi|R.,R.,initial
astro-ph|Zhang|J. L.,J. L.,initial
physics|Schlippert|D.,D.,initial
physics|Jiang|C.,C.,initial
gr-qc|Linley|J. N.,J. N.,initial
astro-ph|Reid|S. W.,S. W.,initial
astro-ph|Przybylak|M.,M.,initial
cond-mat|Govia|L. C. G.,L. C. G.,initial
physics|Benoit|A.,A.,initial
quant-ph|Kurochkin|Y. V.,Y. V.,initial
hep-ph|Ma|L.,L.,initial
hep-ph|Klimaszewski|K.,K.,initial
gr-qc|Dexter|J.,J.,initial
hep-ex|Ianni|An.,An.,initial
astro-ph|Slad|L. M.,L. M.,initial
hep-ph|Macko|V.,V.,initial
astro-ph|Lang|K.,K.,initial
hep-ex|Lockman|W. S.,W. S.,initial
hep-ex|Book|J. Y.,J. Y.,initial
cond-mat|Bellucci|S.,S.,initial
nucl-th|Adamian|G. G.,G. G.,initial
hep-ph|Seunarine|S.,S.,initial
astro-ph|Marafatto|L.,L.,initial
cond-mat|Wang|X. Renshaw,X. Renshaw,initial
physics|Choudhary|B. C.,B. C.,initial
physics|Nour|S.,S.,initial
astro-ph|Anderson|A. J.,A. J.,initial
astro-ph|Papini|R.,R.,initial
nucl-ex|Zhao|Z.,Z.,initial
hep-ph|Zhukova|V. I.,V. I.,initial
hep-ex|Benfenati|F.,F.,initial
nucl-ex|Guiseppe|V. E.,V. E.,initial
physics|Hoarau|C.,C.,initial
hep-ph|Han|W. Y.,W. Y.,initial
gr-qc|Sandberg|V.,V.,initial
cond-mat|Ratner|M. A.,M. A.,initial
gr-qc|Wei|L. -W.,L. -W.,initial
hep-ex|Lionti|A.,A.,initial
astro-ph|Piersanti|L.,L.,initial
cond-mat|Elmers|H. -J.,H. -J.,initial
hep-ex|Lee|E. K.,E. K.,initial
hep-ph|Reusch|S.,S.,initial
hep-ph|Huber|T.,T.,initial
cond-mat|Roura-Bas|P.,P.,initial
astro-ph|Kashikawa|N.,N.,initial
physics|Semenov|A. A.,A. A.,initial
hep-ex|Kim|J. Y.,J. Y.,initial
hep-ex|Nouicer|R.,R.,initial
astro-ph|Tuyenbayev|D.,D.,initial
hep-ex|Cameron|R. A.,R. A.,initial
physics|Zeller|S.,S.,initial
hep-ex|Sulkosky|V.,V.,initial
astro-ph|Pastor|S.,S.,initial
nucl-ex|Siejka|S.,S.,initial
physics|Rouillard|A. P.,A. P.,initial
cond-mat|Pennec|Y.,Y.,initial
hep-ph|Smolik|J.,J.,initial
hep-ex|Lin|Q.,Q.,initial
cond-mat|Shklovskii|B. I.,B. I.,initial
physics|Martínez|A.,A.,initial
physics|Fasoli|M.,M.,initial
astro-ph|Spencer|J. R.,J. R.,initial
astro-ph|Debattista|V. P.,V. P.,initial
astro-ph|Gill|K.,K.,initial
astro-ph|Supanitsky|A. D.,A. D.,initial
gr-qc|Zhang|H.,H.,initial
physics|Brudanin|V.,V.,initial
nucl-ex|Boudjemline|K.,K.,initial
hep-ph|Scyboz|L.,L.,initial
gr-qc|Linde|F.,F.,initial
nucl-ex|Riveli|N.,N.,initial
nucl-ex|Ogawa|A.,A.,initial
nucl-th|Agrawal|B. K.,B. K.,initial
nucl-ex|Currie|S. A.,S. A.,initial
astro-ph|Ohnishi|K.,K.,initial
nucl-ex|Deichert|G.,G.,initial
physics|Grillo|A.,A.,initial
nucl-ex|Berezhnoy|A.,A.,initial
hep-ex|Ciezarek|G.,G.,initial
physics|Bergevin|M.,M.,initial
physics|Totani|D.,D.,initial
astro-ph|Garrel|C.,C.,initial
hep-ph|She|Z.,Z.,initial
astro-ph|Philippen|S.,S.,initial
cond-mat|Shang|C.,C.,initial
astro-ph|Kéruzoré|F.,F.,initial
hep-ph|McNally|F.,F.,initial
astro-ph|Racusin|J.,J.,initial
quant-ph|Barrios|G. Alvarado,G. Alvarado,initial
hep-ph|Williams|D. R.,D. R.,initial
hep-ex|Robutti|E.,E.,initial
nucl-th|Cavallaro|M.,M.,initial
nucl-ex|Ikeda|Y.,Y.,initial
hep-ex|Murphy|C.,C.,initial
astro-ph|Cambiè|G.,G.,initial
hep-ex|Seligman|W.,W.,initial
nucl-th|Zuo|W.,W.,initial
hep-ex|Moor|A.,A.,initial
hep-th|Iraoui|S.,S.,initial
cond-mat|Riberolles|S. X. M.,S. X. M.,initial
hep-ex|Pech|M.,M.,initial
physics|Middleton|S.,S.,initial
physics|Mong|B.,B.,initial
hep-ex|Torassa|E.,E.,initial
astro-ph|Nelemans|G.,G.,initial
hep-ex|Tyson|R.,R.,initial
nucl-ex|Ketel|T.,T.,initial
hep-th|Ford|L. H.,L. H.,initial
nucl-ex|Margaziotis|D. J.,D. J.,initial
nucl-ex|Bondar|N.,N.,initial
nucl-ex|Mohammed|R. A.,R. A.,initial
astro-ph|Hosokawa|K.,K.,initial
physics|Kaplon|L.,L.,initial
hep-ex|Tan|Y. H.,Y. H.,initial
cond-mat|Delbecq|M. R.,M. R.,initial
cond-mat|Tominaga|T.,T.,initial
nucl-ex|Reinhold|J.,J.,initial
gr-qc|Bentley|J. D.,J. D.,initial
hep-ex|Eberhardt|B.,B.,initial
astro-ph|Chen|C. H. K.,C. H. K.,initial
astro-ph|Kirchhoff|R.,R.,initial
astro-ph|Reichard|S.,S.,initial
nucl-ex|Yalcin|S.,S.,initial
astro-ph|Ward|M.,M.,initial
astro-ph|Maksym|W. Peter,W. Peter,initial
hep-ex|Amaryan|M.,M.,initial
hep-ex|Nauta|L.,L.,initial
hep-ex|Watkins|S. L.,S. L.,initial
cond-mat|Vasenko|A. S.,A. S.,initial
hep-ph|Bermeo|L. V. Gomez,L. V. Gomez,initial
hep-ph|Bowcock|T. J. V.,T. J. V.,initial
astro-ph|Ulla|A.,A.,initial
gr-qc|Gao|D.,D.,initial
astro-ph|McGuire|B. A.,B. A.,initial
physics|Mijakowski|P.,P.,initial
physics|Oriol|C.,C.,initial
hep-ph|Briere|R. A.,R. A.,initial
astro-ph|Roberts-Borsani|G. W.,G. W.,initial
hep-th|Jimenez|D. F.,D. F.,initial
astro-ph|Gay|P.,P.,initial
cond-mat|Gvasaliya|S.,S.,initial
astro-ph|Sharan|A.,A.,initial
hep-th|Braguta|V. V.,V. V.,initial
cond-mat|Zandvliet|H. J. W.,H. J. W.,initial
hep-ph|Inyang|E. P.,E. P.,initial
hep-ex|Sowa|C.,C.,initial
physics|Rigla|J. P.,J. P.,initial
hep-ph|Mo|X. H.,X. H.,initial
astro-ph|Ben-Ami|S.,S.,initial
hep-ph|Liao|J.,J.,initial
nucl-ex|Kawano|T.,T.,initial
hep-ex|Becker|D.,D.,initial
hep-ex|Kirsebom|V. S.,V. S.,initial
physics|Wolf|M.,M.,initial
quant-ph|Diaz|N. L.,N. L.,initial
physics|Smargianaki|D.,D.,initial
astro-ph|Salafia|O. S.,O. S.,initial
hep-ph|Barros|N.,N.,initial
astro-ph|Tailo|M.,M.,initial
nucl-th|Rusnak|J.,J.,initial
quant-ph|Chan|K. W.,K. W.,initial
astro-ph|Santiago|K. A.,K. A.,initial
cs|Hossan|Md. Tanvir,Md. Tanvir,initial
hep-ph|Svidras|H.,H.,initial
astro-ph|Guido|E.,E.,initial
hep-ex|Schune|M. H.,M. H.,initial
astro-ph|Johnstone|C. P.,C. P.,initial
physics|Barbeau|P. S.,P. S.,initial
hep-ex|Zapparrata|O.,O.,initial
physics|Wen|Z. X.,Z. X.,initial
nucl-ex|Zaunick|H. -G.,H. -G.,initial
astro-ph|White|L. V.,L. V.,initial
hep-ph|Müller|K.,K.,initial
cond-mat|Sannigrahi|J.,J.,initial
astro-ph|Antiochos|S. K.,S. K.,initial
astro-ph|Stroh|M. C.,M. C.,initial
gr-qc|Cerd'a-Dur'an|P.,P.,initial
hep-ex|Graverini|E.,E.,initial
hep-ex|Bizzeti|A.,A.,initial
astro-ph|Jovanovic|N.,N.,initial
hep-ex|Kapusta|F.,F.,initial
hep-ex|Denig|A.,A.,initial
hep-ex|Garrappa|S.,S.,initial
physics|Anokhina|A.,A.,initial
hep-ex|Newbold|D.,D.,initial
astro-ph|Hajdu|G.,G.,initial
physics|Li|X. Q.,X. Q.,initial
hep-ph|Weldert|J.,J.,initial
hep-ex|Thakur|R. Basu,R. Basu,initial
hep-ex|Ichihara|T.,T.,initial
astro-ph|Walet|R.,R.,initial
astro-ph|Pacini|L.,L.,initial
astro-ph|Sorazu|B.,B.,initial
physics|Sen|A.,A.,initial
astro-ph|Cotti|U.,U.,initial
astro-ph|Yates|J.,J.,initial
astro-ph|Spezzano|S.,S.,initial
astro-ph|Garatti|A. Caratti o,A. Caratti o,initial
astro-ph|Cocco|V.,V.,initial
astro-ph|Schmitt|J. H. M. M.,J. H. M. M.,initial
hep-ph|Lin|Q.,Q.,initial
hep-ph|De la Torre|H.,H.,initial
physics|Cifarelli|L.,L.,initial
physics|Hultqvist|K.,K.,initial
quant-ph|Wallraff|A.,A.,initial
astro-ph|Michel|E.,E.,initial
astro-ph|Chambers|E. T.,E. T.,initial
cond-mat|Silevitch|D. M.,D. M.,initial
hep-ex|Azevedo|C. D. R,C. D. R,initial
cond-mat|Vogl|M.,M.,initial
hep-ex|Jang|H. I.,H. I.,initial
nucl-ex|D'Addabbo|A.,A.,initial
physics|Behera|B.,B.,initial
astro-ph|Rachevski|A.,A.,initial
cond-mat|Mohanty|P. K.,P. K.,initial
hep-ex|Knapik|R.,R.,initial
hep-ph|Dattola|F.,F.,initial
astro-ph|Leske|R. A.,R. A.,initial
astro-ph|Thorsbro|B.,B.,initial
physics|Sobrin|J. A.,J. A.,initial
quant-ph|Meier|T.,T.,initial
astro-ph|Gupta|A. C.,A. C.,initial
hep-ph|Bacchetta|A.,A.,initial
nucl-th|Viñas|X.,X.,initial
nucl-ex|Tsuchikawa|Y.,Y.,initial
cond-mat|de Oliveira|B. F.,B. F.,initial
astro-ph|Pello|R.,R.,initial
hep-ex|Van Tonder|R.,R.,initial
astro-ph|Hofestädt|J.,J.,initial
nucl-ex|Spagnoletti|P.,P.,initial
physics|Stommel|M.,M.,initial
nucl-ex|Togawa|M.,M.,initial
astro-ph|Larsson|S.,S.,initial
physics|Bertoldo|E.,E.,initial
nucl-ex|Eriksen|T. K.,T. K.,initial
astro-ph|Suh|H.,H.,initial
astro-ph|Garaud|P.,P.,initial
hep-ex|Chauveau|E.,E.,initial
nucl-ex|Chudakov|E.,E.,initial
physics|Ford|R.,R.,initial
cond-mat|Seki|S.,S.,initial
q-bio|Casarrubios|L.,L.,initial
hep-ph|Geurts|F.,F.,initial
astro-ph|Ducci|L.,L.,initial
astro-ph|Scharf|M.,M.,initial
hep-ex|Jo|J. H.,J. H.,initial
astro-ph|Lombardi|F.,F.,initial
cond-mat|Adhikari|R.,R.,initial
astro-ph|Pilecki|B.,B.,initial
astro-ph|Shchegolev|O.,O.,initial
astro-ph|Yang|C. Y.,C. Y.,initial
hep-ex|Dedu|V.,V.,initial
astro-ph|Santamaría|E.,E.,initial
cond-mat|Rastelli|G.,G.,initial
cond-mat|Aguiar|J. Albino,J. Albino,initial
astro-ph|Kolstein|M.,M.,initial
hep-ex|Kowalewski|R.,R.,initial
astro-ph|Diner|O.,O.,initial
nucl-ex|Fitzgerald|D. S.,D. S.,initial
astro-ph|Akaike|Y.,Y.,initial
quant-ph|Machado|J. D. P.,J. D. P.,initial
nucl-ex|Moise|R. D.,R. D.,initial
physics|McConkey|N.,N.,initial
hep-ph|Tezgin|K.,K.,initial
nucl-th|Fawzi|F. M.,F. M.,initial
astro-ph|Giri|P.,P.,initial
cond-mat|Fanciulli|M.,M.,initial
hep-th|Chelnokov|V.,V.,initial
nucl-th|Dzhazairov-Kakhramanov|A. V.,A. V.,initial
physics|Uraguchi|F.,F.,initial
cond-mat|Noh|T. W.,T. W.,initial
astro-ph|Gueta|O.,O.,initial
astro-ph|Bocquet|S.,S.,initial
hep-ex|Cohen|E.,E.,initial
hep-ex|Raab|C.,C.,initial
astro-ph|Cuby|J.,J.,initial
nucl-ex|Lin|Y. H.,Y. H.,initial
physics|Gutiérrez|R. M.,R. M.,initial
hep-ex|Chang|Y. -Y.,Y. -Y.,initial
hep-ex|Naganawa|N.,N.,initial
astro-ph|Wu|H.,H.,initial
nucl-ex|Pore|J. L.,J. L.,initial
physics|Indelicato|P.,P.,initial
hep-ph|Kurepin|A.,A.,initial
astro-ph|Chen|M. Z.,M. Z.,initial
hep-ph|Griffith|W. C.,W. C.,initial
astro-ph|Cao|Y.,Y.,initial
nucl-th|Skripnikov|L. V.,L. V.,initial
math|Martins-Ferreira|N.,N.,initial
nucl-ex|Marton|K.,K.,initial
math|Scott|L. Ridgway,L. Ridgway,initial
hep-th|Morozov|A.,A.,initial
hep-ph|Boglione|M.,M.,initial
hep-ph|Sobel|H.,H.,initial
hep-ph|Gupta|R. S.,R. S.,initial
nucl-ex|Hansen|O.,O.,initial
astro-ph|Sadibekova|T.,T.,initial
astro-ph|Dole|H.,H.,initial
hep-ph|Sun|Y. Z.,Y. Z.,initial
physics|Faure|J.,J.,initial
hep-ex|Orrell|J. L.,J. L.,initial
gr-qc|Pürrer|M.,M.,initial
nucl-ex|Shiba|T.,T.,initial
cond-mat|Akrap|A.,A.,initial
nucl-ex|Pesce|A.,A.,initial
nucl-ex|Milov|A.,A.,initial
physics|Naviliat-Cuncic|O.,O.,initial
physics|Müller|K.,K.,initial
nucl-ex|Lajoie|J. G.,J. G.,initial
cond-mat|Jones|D. J.,D. J.,initial
nucl-ex|Uras|A.,A.,initial
hep-th|Hu|B. L.,B. L.,initial
hep-ex|Klein|J. R.,J. R.,initial
hep-ex|Cerulli|R.,R.,initial
astro-ph|Corsi|A.,A.,initial
hep-ph|Oxford|E. R.,E. R.,initial
astro-ph|Lenc|E.,E.,initial
physics|Wang|D.,D.,initial
hep-ex|Tennant|E.,E.,initial
astro-ph|Paic|E.,E.,initial
gr-qc|Theeg|T.,T.,initial
astro-ph|Wyithe|J. S. B.,J. S. B.,initial
nucl-ex|Sato|T.,T.,initial
cond-mat|Schwenk|A.,A.,initial
hep-ex|Torre|R.,R.,initial
astro-ph|Godwin|P.,P.,initial
astro-ph|Karska|A.,A.,initial
hep-ph|Xu|Q. H.,Q. H.,initial
quant-ph|Borjans|F.,F.,initial
hep-ex|Bernet|R.,R.,initial
astro-ph|González|N.,N.,initial
astro-ph|Emonts|B. H. C.,B. H. C.,initial
hep-th|Santos|A. F.,A. F.,initial
physics|Kravitz|S.,S.,initial
hep-ph|Lavezzi|L.,L.,initial
hep-ph|Nicholson|A.,A.,initial
astro-ph|Ricciardone|A.,A.,initial
physics|Zhao|H.,H.,initial
cond-mat|Grabsch|A.,A.,initial
nucl-ex|Chadwick|A. J.,A. J.,initial
nucl-ex|Varela|A. Diaz,A. Diaz,initial
astro-ph|Martini|A.,A.,initial
astro-ph|Réville|V.,V.,initial
hep-ex|Lin|C. S.,C. S.,initial
gr-qc|Kandhasamy|S.,S.,initial
gr-qc|Rana|J.,J.,initial
eess|Roddenberry|T. Mitchell,T. Mitchell,initial
cond-mat|Solnyshkov|D.,D.,initial
astro-ph|Jones|P.,P.,initial
cond-mat|Young|D. P.,D. P.,initial
math-ph|Ablinger|J.,J.,initial
cond-mat|Eriksson|M. A.,M. A.,initial
physics|Gendotti|A.,A.,initial
astro-ph|Mitsui|T.,T.,initial
hep-lat|Pich|A.,A.,initial
hep-ph|Marcello|S.,S.,initial
astro-ph|Klepser|S.,S.,initial
astro-ph|Perrodin|D.,D.,initial
gr-qc|Carneiro|F. L.,F. L.,initial
hep-ph|Picciau|E.,E.,initial
astro-ph|Faucher-Giguere|C. -A.,C. -A.,initial
cond-mat|Watson|T. F.,T. F.,initial
hep-ph|Hirschi|V.,V.,initial
hep-ex|Kain|V.,V.,initial
cs|Puzynin|I.,I.,initial
nucl-ex|Kato|Y.,Y.,initial
nucl-ex|Ramasubramanian|N.,N.,initial
astro-ph|Mancarella|G.,G.,initial
hep-ph|Todoroki|T.,T.,initial
physics|Hoppe|E. W.,E. W.,initial
physics|Rodríguez-Lara|B. M.,B. M.,initial
cs|Suárez-Serrato|P.,P.,initial
hep-ex|Nieslony|M.,M.,initial
astro-ph|Fiorenzano|A. F. Martinez,A. F. Martinez,initial
astro-ph|Bassa|C.,C.,initial
physics|Paoletti|R.,R.,initial
physics|DeVoe|R.,R.,initial
hep-ex|Lauber|F.,F.,initial
hep-ph|Teixeira|A. M.,A. M.,initial
gr-qc|Milovich-Goff|M. C.,M. C.,initial
nucl-ex|Morello|G.,G.,initial
astro-ph|Vaiman|I. A.,I. A.,initial
cond-mat|Rabinovich|D. S.,D. S.,initial
astro-ph|Wallace|J. K.,J. K.,initial
hep-lat|Azizi|K.,K.,initial
astro-ph|Shu|S.,S.,initial
hep-th|Park|I. Y.,I. Y.,initial
gr-qc|Martin|I. W.,I. W.,initial
astro-ph|Chaturvedi|P.,P.,initial
hep-ex|Subrt|O.,O.,initial
quant-ph|Abobeih|M. H.,M. H.,initial
hep-ex|Fujikawa|B. K.,B. K.,initial
hep-ex|Fischer|L.,L.,initial
astro-ph|Athiray|P. S.,P. S.,initial
gr-qc|Garcia|P.,P.,initial
astro-ph|Li|W. X.,W. X.,initial
astro-ph|Twagirayezu|J. P.,J. P.,initial
physics|Pautasso|G.,G.,initial
physics|Squarcia|S,S,too_short
nucl-ex|Itoh|M.,M.,initial
nucl-ex|Nusair|O.,O.,initial
cond-mat|Linfield|E. H.,E. H.,initial
physics|Cushman|J. S.,J. S.,initial
astro-ph|Remillard|R. A.,R. A.,initial
hep-ph|Bostan|N.,N.,initial
hep-ex|Hou|Z. L.,Z. L.,initial
hep-ex|Sarkar|S.,S.,initial
cond-mat|Dietl|T.,T.,initial
physics|Kumar|K. S.,K. S.,initial
hep-ex|Filkins|A.,A.,initial
hep-ex|Muenstermann|D.,D.,initial
astro-ph|Hubert|Z.,Z.,initial
hep-ex|Roche|J.,J.,initial
hep-ex|Rovelli|T.,T.,initial
astro-ph|Steeghs|D.,D.,initial
physics|Huang|Y. B.,Y. B.,initial
hep-ex|Gershon|T. J.,T. J.,initial
hep-th|Ivanov|E. A.,E. A.,initial
nlin|Lushnikov|P. M.,P. M.,initial
astro-ph|Sokoloff|D. D.,D. D.,initial
nucl-ex|An|L.,L.,initial
nucl-ex|Romanov|D.,D.,initial
astro-ph|Pulsoni|C.,C.,initial
astro-ph|Bonito|R.,R.,initial
physics|Yoon|T. H.,T. H.,initial
nucl-th|Saez|M. M.,M. M.,initial
hep-ph|Wang|X. -N.,X. -N.,initial
astro-ph|Han|J.,J.,initial
hep-ex|Deffert|M.,M.,initial
hep-ex|Reygers|K.,K.,initial
nucl-ex|West|N.,N.,initial
physics|Kelsey|M. H.,M. H.,initial
hep-ex|Wagner|M.,M.,initial
hep-ex|Boelhauve|J. A.,J. A.,initial
nucl-ex|Nguyen|H.,H.,initial
hep-ex|Ranucci|G.,G.,initial
astro-ph|Farmer|J.,J.,initial
nucl-ex|Kanzawa|K.,K.,initial
astro-ph|Cullen|F.,F.,initial
hep-ph|Gouzevitch|M.,M.,initial
nucl-ex|Beck|R.,R.,initial
hep-ex|Bernstein|A.,A.,initial
nucl-ex|Moore|C. D.,C. D.,initial
hep-ex|Xu|M.,M.,initial
physics|Udaykumar|H. S.,H. S.,initial
astro-ph|de Palma|F.,F.,initial
astro-ph|Travnicek|P.,P.,initial
physics|Passot|T.,T.,initial
physics|de Solórzano|A. Ortiz,A. Ortiz,initial
physics|Wallace|J. Kent,J. Kent,initial
hep-ex|Clay|R. W.,R. W.,initial
hep-ex|Tang|X.,X.,initial
