hashed_author,first_name,name_key,gender,probability,count,gender_final
cs|Neshat|Mehdi,Mehdi,mehdi,male,0.98,250081.0,male
physics|Kaoui|Badr,Badr,badr,male,0.96,69340.0,male
quant-ph|Arrighi|Pablo,Pablo,pablo,male,0.99,554810.0,male
math|Thompson|Daniel,Daniel,daniel,male,0.99,2473313.0,male
cond-mat|Pozo|Oscar,Oscar,oscar,male,0.99,671954.0,male
math|Hagger|Raffael,Raffael,raffael,male,0.99,3873.0,male
astro-ph|Theissen|Christopher A.,Christopher A.,christopher,male,1.0,661393.0,male
math|Nart|Enric,Enric,enric,male,0.99,6413.0,male
cond-mat|Ghosh|Bishnupada,Bishnupada,bishnupada,male,0.98,43.0,male
math|Gongopadhyay|Krishnendu,Krishnendu,krishnendu,male,0.95,389.0,male
hep-ex|Choi|Suyong,Suyong,suyong,male,0.83,82.0,male
hep-th|Sulejmanpasic|Tin,Tin,tin,male,0.82,16644.0,male
cond-mat|Janotti|Anderson,Anderson,anderson,male,0.98,70551.0,male
cond-mat|Vila|Laurent,Laurent,laurent,male,0.99,277849.0,male
cs|Casiraghi|Giona,Giona,giona,male,0.69,866.0,male
physics|Xie|Shangran,Shangran,shangran,male,0.67,1.0,male
cond-mat|Rose|Dominic C.,Dominic C.,dominic,male,0.99,107657.0,male
physics|Svozil|Karl,Karl,karl,male,0.99,158291.0,male
astro-ph|Pawlowski|Marcel S.,Marcel S.,marcel,male,0.98,144082.0,male
math-ph|Rychkov|Slava,Slava,slava,male,0.9,9933.0,male
math|Borg|Peter,Peter,peter,male,1.0,1352696.0,male
math|Takasao|Keisuke,Keisuke,keisuke,male,1.0,4934.0,male
math|Bors|Alexander,Alexander,alexander,male,1.0,645315.0,male
cond-mat|Min|Lujin,Lujin,lujin,female,0.91,144.0,female
math-ph|Contreras|Ivan,Ivan,ivan,male,0.99,698976.0,male
cond-mat|Zollner|Klaus,Klaus,klaus,male,0.99,101235.0,male
cs|Nikouei|Seyed Yahya,Seyed Yahya,seyed,male,1.0,13939.0,male
astro-ph|Bourboux|Helion du Mas des,Helion du Mas des,helion,male,0.91,62.0,male
astro-ph|Bonnefoy|Mickaël,Mickaël,mickaël,male,0.99,83506.0,male
cs|Fiorini|Paolo,Paolo,paolo,male,1.0,420714.0,male
quant-ph|Chen|Yu-An,Yu-An,yu-an,female,0.52,25.0,female
hep-ph|Fariborz|Amir H.,Amir H.,amir,male,0.97,345251.0,male
math|Yaguchi|Takaharu,Takaharu,takaharu,male,0.99,135.0,male
stat|Hauzenberger|Niko,Niko,niko,male,0.95,48526.0,male
hep-th|Karateev|Denis,Denis,denis,male,0.94,169570.0,male
astro-ph|Dale|Daniel,Daniel,daniel,male,0.99,2473313.0,male
hep-th|Litterer|Jacob A.,Jacob A.,jacob,male,1.0,300809.0,male
astro-ph|Paul|Surajit,Surajit,surajit,male,0.98,1570.0,male
cond-mat|Stebe|Kathleen J.,Kathleen J.,kathleen,female,1.0,208704.0,female
hep-ph|Fu|Wei-jie,Wei-jie,wei-jie,male,0.8,8.0,male
cs|Szeider|Stefan,Stefan,stefan,male,0.99,365043.0,male
cs|Zeume|Thomas,Thomas,thomas,male,1.0,1246668.0,male
math|Someyama|Norihiro,Norihiro,norihiro,male,0.99,182.0,male
math|Garcia-Prada|Oscar,Oscar,oscar,male,0.99,671954.0,male
nucl-th|Schmidt|Sebastian M.,Sebastian M.,sebastian,male,1.0,498966.0,male
cond-mat|Bauers|Sage R.,Sage R.,sage,male,0.52,2690.0,male
math|Ching|Michael,Michael,michael,male,1.0,2538090.0,male
physics|Yao|Zhonghua,Zhonghua,zhonghua,male,0.8,121.0,male
hep-th|Nii|Keita,Keita,keita,male,0.87,4549.0,male
hep-ph|Oda|Ichiro,Ichiro,ichiro,male,0.99,2305.0,male
physics|Huang|Tie-Jun,Tie-Jun,tie-jun,male,0.67,1.0,male
astro-ph|Fleishman|Gregory,Gregory,gregory,male,1.0,214586.0,male
cs|Debbah|Mérouane,Mérouane,mérouane,male,0.98,3861.0,male
hep-th|Silk|Joseph,Joseph,joseph,male,0.99,791182.0,male
astro-ph|Dong|Ruobing,Ruobing,ruobing,female,0.73,46.0,female
cs|Li|Keqiang,Keqiang,keqiang,male,0.96,21.0,male
astro-ph|Nagano|Koji,Koji,koji,male,0.99,8429.0,male
quant-ph|Lemm|Marius,Marius,marius,male,0.99,113307.0,male
hep-ph|Wang|Mengliang,Mengliang,mengliang,male,0.82,15.0,male
cond-mat|Parnell|William J.,William J.,william,male,1.0,916147.0,male
math|Guo|Jing,Jing,jing,female,0.78,11924.0,female
math|Kumar|Arun,Arun,arun,male,0.99,165365.0,male
quant-ph|Hamilton|Kathleen E.,Kathleen E.,kathleen,female,1.0,208704.0,female
astro-ph|Appleton|Philip N.,Philip N.,philip,male,1.0,259692.0,male
math|Mallesham|Kummari,Kummari,kummari,male,0.9,204.0,male
cs|Naruse|Makoto,Makoto,makoto,male,0.97,8471.0,male
cond-mat|Böker|Jakob,Jakob,jakob,male,1.0,40547.0,male
cond-mat|Sichelschmidt|Jörg,Jörg,jörg,male,1.0,21605.0,male
astro-ph|Kulkarni|Girish,Girish,girish,male,1.0,38784.0,male
cond-mat|Zhao|Jin,Jin,jin,male,0.67,16321.0,male
cs|Sun|Jun,Jun,jun,male,0.85,27306.0,male
physics|Lazarovici|Dustin,Dustin,dustin,male,1.0,85619.0,male
astro-ph|Lepori|Francesca,Francesca,francesca,female,1.0,454126.0,female
cond-mat|Schmidt|Falko,Falko,falko,male,0.99,2071.0,male
cs|Petrov|Vitaly,Vitaly,vitaly,male,1.0,14684.0,male
physics|Butorin|Sergei M,Sergei M,sergei,male,1.0,30850.0,male
physics|Yang|Jin,Jin,jin,male,0.67,16321.0,male
astro-ph|Roelofs|Freek,Freek,freek,male,0.99,3713.0,male
physics|Stock|Gerhard,Gerhard,gerhard,male,1.0,56554.0,male
nucl-th|Arratia|Miguel,Miguel,miguel,male,1.0,1042724.0,male
astro-ph|Lin|Lianghao,Lianghao,lianghao,male,0.88,14.0,male
cs|Dopico|Froilán M.,Froilán M.,froilán,male,0.99,6127.0,male
math|Frantzikinakis|Nikos,Nikos,nikos,male,0.99,51345.0,male
hep-ex|Ramani|Harikrishnan,Harikrishnan,harikrishnan,male,0.98,454.0,male
math-ph|Slade|Gordon,Gordon,gordon,male,1.0,96963.0,male
hep-th|Fujimoto|Yukihiro,Yukihiro,yukihiro,male,1.0,444.0,male
cond-mat|Scarlino|Pasquale,Pasquale,pasquale,male,0.99,129480.0,male
cond-mat|Ptok|Andrzej,Andrzej,andrzej,male,1.0,117118.0,male
math|Motsch|Sebastien,Sebastien,sebastien,male,0.99,194327.0,male
cond-mat|Gu|Lei,Lei,lei,female,0.54,9555.0,female
math|Cantoni|Michael,Michael,michael,male,1.0,2538090.0,male
quant-ph|Stefanatos|Dionisis,Dionisis,dionisis,male,0.99,1168.0,male
quant-ph|Kasper|Valentin,Valentin,valentin,male,0.99,140908.0,male
hep-ph|Schienbein|Ingo,Ingo,ingo,male,1.0,26762.0,male
cs|Fernandez-Navajas|Julian,Julian,julian,male,0.99,305475.0,male
cs|Sapiezynski|Piotr,Piotr,piotr,male,1.0,226987.0,male
math|Wood|Melanie Matchett,Melanie Matchett,melanie,female,0.99,376661.0,female
hep-ph|Zhou|Zhi-Yong,Zhi-Yong,zhi-yong,male,0.83,4.0,male
math|Aman|Auguste,Auguste,auguste,male,0.82,3054.0,male
math|Babenko|Vladyslav,Vladyslav,vladyslav,male,1.0,4455.0,male
cond-mat|Sin|Sang-Jin,Sang-Jin,sang-jin,male,0.95,39.0,male
hep-ph|Englert|Christoph,Christoph,christoph,male,1.0,89527.0,male
nlin|Gupte|Neelima,Neelima,neelima,female,1.0,6170.0,female
hep-th|Yamada|Yusuke,Yusuke,yusuke,male,1.0,8245.0,male
cond-mat|Blaha|Peter,Peter,peter,male,1.0,1352696.0,male
math|Sundaresan|Rajesh,Rajesh,rajesh,male,0.99,242369.0,male
physics|Yang|Qianqian,Qianqian,qianqian,female,0.97,390.0,female
cond-mat|Ji|Xiaoyang,Xiaoyang,xiaoyang,male,0.58,243.0,male
cond-mat|Lantagne-Hurtubise|Étienne,Étienne,étienne,male,0.98,30178.0,male
astro-ph|Araudo|Anabella T.,Anabella T.,anabella,female,0.99,9378.0,female
math|Pistone|Paolo,Paolo,paolo,male,1.0,420714.0,male
physics|Gao|Wenlong,Wenlong,wenlong,male,0.99,219.0,male
hep-th|Furukawa|Tomohiro,Tomohiro,tomohiro,male,1.0,3446.0,male
hep-lat|Ziegler|Felix P. G.,Felix P. G.,felix,male,0.99,261560.0,male
q-fin|Larsson|Martin,Martin,martin,male,0.99,1095850.0,male
astro-ph|Yoshida|Shin'ichirou,Shin'ichirou,shin'ichirou,,0.0,0.0,unknown
hep-ex|Tao|Yi,Yi,yi,female,0.57,11109.0,female
math|Li|Kangwei,Kangwei,kangwei,male,0.83,52.0,male
math|Fouli|Louiza,Louiza,louiza,female,0.98,4125.0,female
cond-mat|Hu|Yi,Yi,yi,female,0.57,11109.0,female
cs|Hamann|Michael,Michael,michael,male,1.0,2538090.0,male
hep-th|Matsui|Hiroki,Hiroki,hiroki,male,1.0,6654.0,male
math-ph|Suhr|Stefan,Stefan,stefan,male,0.99,365043.0,male
cond-mat|Steele|Gary A.,Gary A.,gary,male,1.0,504619.0,male
cs|Roeschlin|Marc,Marc,marc,male,1.0,523874.0,male
physics|Viti|Leonardo,Leonardo,leonardo,male,1.0,428185.0,male
math|Puliatti|Carmelo,Carmelo,carmelo,male,0.99,83383.0,male
astro-ph|Cohn|Jonathan,Jonathan,jonathan,male,1.0,795354.0,male
cond-mat|Massatt|Daniel,Daniel,daniel,male,0.99,2473313.0,male
hep-th|Senatore|Leonardo,Leonardo,leonardo,male,1.0,428185.0,male
cond-mat|Betancur-Ocampo|Yonatan,Yonatan,yonatan,male,0.99,14258.0,male
math|Haque|Saikatul,Saikatul,saikatul,,0.0,0.0,unknown
math|Li|Zeng,Zeng,zeng,male,0.55,1198.0,male
physics|Abry|Patrice,Patrice,patrice,female,0.53,109584.0,female
quant-ph|Buscemi|Francesco,Francesco,francesco,male,1.0,733018.0,male
cs|Pierce|Marlon,Marlon,marlon,male,0.99,102601.0,male
astro-ph|Della Ceca|Roberto,Roberto,roberto,male,1.0,988421.0,male
math|Björnson|Emil,Emil,emil,male,0.99,79346.0,male
stat|Tran-Dinh|Quoc,Quoc,quoc,male,0.99,5146.0,male
cond-mat|Arbiol|Jordi,Jordi,jordi,male,0.99,66805.0,male
cond-mat|Hofmann|Johannes S.,Johannes S.,johannes,male,1.0,90835.0,male
astro-ph|von der Linden|Anja,Anja,anja,female,0.99,122427.0,female
astro-ph|Lopes|Rosaly M. C.,Rosaly M. C.,rosaly,female,0.98,1798.0,female
astro-ph|Baumjohann|Wolfgang,Wolfgang,wolfgang,male,1.0,95661.0,male
math|Iwaniec|Henryk,Henryk,henryk,male,1.0,12814.0,male
nlin|Xia|Baoqiang,Baoqiang,baoqiang,male,0.95,19.0,male
cond-mat|Konečná|Andrea,Andrea,andrea,female,0.69,1681597.0,female
hep-ex|Khan|Amir N.,Amir N.,amir,male,0.97,345251.0,male
hep-ph|Piskounova|Olga I.,Olga I.,olga,female,0.99,476012.0,female
cond-mat|Schulz-Baldes|Hermann,Hermann,hermann,male,0.99,31057.0,male
cs|Schulze|Philipp,Philipp,philipp,male,1.0,71564.0,male
hep-th|Maggio|Elisa,Elisa,elisa,female,0.99,340564.0,female
astro-ph|McConnachie|Alan W.,Alan W.,alan,male,1.0,514255.0,male
stat|Hütter|Jan-Christian,Jan-Christian,jan-christian,male,0.99,79.0,male
quant-ph|Ahn|Jonghoon,Jonghoon,jonghoon,male,0.99,165.0,male
physics|Fini|Lorenzo,Lorenzo,lorenzo,male,1.0,301736.0,male
cond-mat|Ortiz|Ricardo,Ricardo,ricardo,male,1.0,782304.0,male
cond-mat|Benton|Owen,Owen,owen,male,0.99,64189.0,male
hep-ex|Guo|Xuyuan,Xuyuan,xuyuan,male,0.67,19.0,male
hep-ph|Wells|James D.,James D.,james,male,1.0,1459299.0,male
cs|Aldrich|Jonathan,Jonathan,jonathan,male,1.0,795354.0,male
cond-mat|Bouaziz|Juba,Juba,juba,male,0.96,3595.0,male
cs|Du|Jinfeng,Jinfeng,jinfeng,male,0.51,233.0,male
physics|Merkel|Benjamin,Benjamin,benjamin,male,1.0,464369.0,male
math|Harang|Fabian A.,Fabian A.,fabian,male,0.99,227780.0,male
cond-mat|Thalmann|Fabrice,Fabrice,fabrice,male,0.99,121765.0,male
cs|Townsend|Alex,Alex,alex,male,0.95,1668776.0,male
math|Li|Xun,Xun,xun,male,0.72,716.0,male
cs|Schulz|Volker,Volker,volker,male,1.0,14055.0,male
math|Calmès|Baptiste,Baptiste,baptiste,male,0.99,48782.0,male
physics|Fujiwara|Masazumi,Masazumi,masazumi,male,0.98,45.0,male
astro-ph|Eklund|Henrik,Henrik,henrik,male,1.0,77125.0,male
quant-ph|Singh|Amandeep,Amandeep,amandeep,male,0.68,4017.0,male
cs|Shneer|Seva,Seva,seva,female,0.71,3300.0,female
physics|Ganesh|Rajaraman,Rajaraman,rajaraman,male,0.95,123.0,male
physics|Tan|Yuhang,Yuhang,yuhang,male,0.79,269.0,male
cs|Westbrook|Jessica,Jessica,jessica,female,1.0,1168206.0,female
nucl-th|Montaña|Glòria,Glòria,glòria,female,0.99,442801.0,female
physics|Sumiya|Hitoshi,Hitoshi,hitoshi,male,1.0,3380.0,male
math|Bao|Jiakang,Jiakang,jiakang,male,0.95,20.0,male
physics|Asadchy|Viktar S.,Viktar S.,viktar,male,0.98,122.0,male
nucl-th|Manzari|Claudio Andrea,Claudio Andrea,claudio,male,1.0,429320.0,male
cond-mat|Scalliet|Camille,Camille,camille,female,0.94,198783.0,female
astro-ph|Ueda|Akitoshi,Akitoshi,akitoshi,male,0.99,88.0,male
hep-th|Sabag|Evyatar,Evyatar,evyatar,male,1.0,604.0,male
physics|Schnabel|Allard,Allard,allard,male,0.96,2356.0,male
cond-mat|Li|Xiaopeng,Xiaopeng,xiaopeng,male,0.87,148.0,male
quant-ph|Ansari|Mohammad H.,Mohammad H.,mohammad,male,0.99,794243.0,male
cs|Grabowski|Jens,Jens,jens,male,1.0,119179.0,male
cs|Gupta|Neelima,Neelima,neelima,female,1.0,6170.0,female
astro-ph|Alonso-Herrero|Almudena,Almudena,almudena,female,1.0,27774.0,female
math|Bërdëllima|Arian,Arian,arian,male,0.87,9062.0,male
quant-ph|Lamacraft|Austen,Austen,austen,male,0.94,1299.0,male
cond-mat|Carrasquilla|Juan,Juan,juan,male,0.99,2145368.0,male
stat|Wang|Yueying,Yueying,yueying,female,0.95,72.0,female
cond-mat|Shi|Zhe-Yu,Zhe-Yu,zhe-yu,,0.0,0.0,unknown
physics|Lauga|Eric,Eric,eric,male,1.0,987132.0,male
stat|Tang|Yongqiang,Yongqiang,yongqiang,male,0.98,112.0,male
physics|Sharma|Abhiraj,Abhiraj,abhiraj,male,0.99,1367.0,male
cond-mat|Yang|Runqing,Runqing,runqing,male,0.62,11.0,male
math-ph|Noumi|Masatoshi,Masatoshi,masatoshi,male,1.0,1679.0,male
astro-ph|Engel|Ralph,Ralph,ralph,male,1.0,126061.0,male
cs|Fernandez|Raul Castro,Raul Castro,raul,male,0.99,414732.0,male
astro-ph|Garofalo|David,David,david,male,1.0,3494330.0,male
astro-ph|Karachentsev|Igor D.,Igor D.,igor,male,1.0,221197.0,male
hep-ph|Jay|William I.,William I.,william,male,1.0,916147.0,male
hep-th|Morais|António P.,António P.,antónio,male,0.99,1711651.0,male
cond-mat|Vignolo|Patrizia,Patrizia,patrizia,female,1.0,156031.0,female
math|Burman|Erik,Erik,erik,male,0.99,283358.0,male
astro-ph|Smith|Leigh C.,Leigh C.,leigh,female,0.67,14074.0,female
astro-ph|Wizinowich|Peter,Peter,peter,male,1.0,1352696.0,male
astro-ph|Yamada|Manabu,Manabu,manabu,male,1.0,2171.0,male
stat|Ceriotti|Michele,Michele,michele,female,0.56,560463.0,female
physics|Ruchon|Thierry,Thierry,thierry,male,0.99,134668.0,male
astro-ph|Johnson|Jennifer,Jennifer,jennifer,female,1.0,1102153.0,female
cond-mat|Corman|Laura,Laura,laura,female,0.99,1746703.0,female
quant-ph|Xu|Qidong,Qidong,qidong,male,0.87,28.0,male
hep-ph|Stoecker|Horst,Horst,horst,male,0.99,27744.0,male
math|Tropp|Joel A.,Joel A.,joel,male,0.99,423403.0,male
physics|Helsing|Johan,Johan,johan,male,0.99,272800.0,male
cond-mat|Balicas|Luis,Luis,luis,male,1.0,1798323.0,male
cond-mat|Straquadine|Joshua,Joshua,joshua,male,1.0,399422.0,male
eess|Yu|Liang,Liang,liang,male,0.92,17076.0,male
cond-mat|Lippert|Thomas,Thomas,thomas,male,1.0,1246668.0,male
math|Verbitsky|Igor E.,Igor E.,igor,male,1.0,221197.0,male
astro-ph|Toloza|Odette,Odette,odette,female,0.99,22473.0,female
physics|Knopf|Heiko,Heiko,heiko,male,1.0,32661.0,male
math|Montaner|Josep Àlvarez,Josep Àlvarez,josep,male,1.0,58462.0,male
cond-mat|Cao|Jiang,Jiang,jiang,male,0.62,2672.0,male
cond-mat|Das|Subrata,Subrata,subrata,male,0.97,3663.0,male
physics|Papadakis|Georgia T.,Georgia T.,georgia,female,0.99,78452.0,female
cond-mat|Lang|Li-Jun,Li-Jun,li-jun,female,0.78,7.0,female
stat|Hu|Jiang,Jiang,jiang,male,0.62,2672.0,male
gr-qc|Giacomini|Flaminia,Flaminia,flaminia,female,0.99,1743.0,female
cond-mat|Thelander|Claes,Claes,claes,male,0.97,2494.0,male
physics|Vlachos|Pavlos P.,Pavlos P.,pavlos,male,1.0,5437.0,male
math|Coghi|Michele,Michele,michele,female,0.56,560463.0,female
astro-ph|Chapin|Edward L.,Edward L.,edward,male,1.0,326682.0,male
cond-mat|Myers|Roberto C.,Roberto C.,roberto,male,1.0,988421.0,male
q-bio|Isacchini|Giulio,Giulio,giulio,male,0.99,72859.0,male
astro-ph|Choi|Gongjun,Gongjun,gongjun,male,0.75,2.0,male
astro-ph|Short|Donald R.,Donald R.,donald,male,1.0,193227.0,male
astro-ph|Van Buren|David,David,david,male,1.0,3494330.0,male
cs|Tegelaar|Martin,Martin,martin,male,0.99,1095850.0,male
hep-ex|Hall|Allison Reinsvold,Allison Reinsvold,allison,female,0.99,157844.0,female
hep-ex|Boom|Johannes van den,Johannes van den,johannes,male,1.0,90835.0,male
hep-th|Braun|Andreas P.,Andreas P.,andreas,male,1.0,341520.0,male
math|Xu|Kailai,Kailai,kailai,male,0.82,26.0,male
hep-ex|Chen|Po-An,Po-An,po-an,male,0.78,7.0,male
math|Hou|Hanxu,Hanxu,hanxu,male,0.52,19.0,male
math|Ferraro|Luigi,Luigi,luigi,male,0.99,297673.0,male
math|Dong|Changguang,Changguang,changguang,male,0.89,7.0,male
gr-qc|Fu|Zicao,Zicao,zicao,male,0.83,4.0,male
gr-qc|Mannarelli|Massimo,Massimo,massimo,male,1.0,297468.0,male
cs|Höfner|Peter,Peter,peter,male,1.0,1352696.0,male
quant-ph|Zhao|Hongzheng,Hongzheng,hongzheng,male,0.89,25.0,male
quant-ph|Xiao|Ya,Ya,ya,male,0.54,23068.0,male
math|Weiss|William,William,william,male,1.0,916147.0,male
physics|Ingvarsson|Snorri,Snorri,snorri,male,0.98,125.0,male
cond-mat|Koster|Gertjan,Gertjan,gertjan,male,0.99,2571.0,male
quant-ph|Macrì|Vincenzo,Vincenzo,vincenzo,male,1.0,274667.0,male
nlin|Sun|Wei,Wei,wei,male,0.69,20650.0,male
astro-ph|Bruenn|Stephen W.,Stephen W.,stephen,male,1.0,562690.0,male
astro-ph|Shalyapin|Vyacheslav N.,Vyacheslav N.,vyacheslav,male,1.0,10217.0,male
astro-ph|Jaeckel|Joerg,Joerg,joerg,male,1.0,4972.0,male
astro-ph|Hoyt|Taylor,Taylor,taylor,female,0.6,44655.0,female
quant-ph|Li|Jing,Jing,jing,female,0.78,11924.0,female
cond-mat|Karpiński|Karol,Karol,karol,male,0.55,78604.0,male
cs|Yin|Xiang,Xiang,xiang,male,0.9,9605.0,male
math|Tanaka|Hajime,Hajime,hajime,male,0.99,2663.0,male
physics|Qi|Hong,Hong,hong,male,0.58,16650.0,male
physics|Fan|Ying,Ying,ying,female,0.88,14972.0,female
math|Yoneda|Tsuyoshi,Tsuyoshi,tsuyoshi,male,1.0,3674.0,male
astro-ph|Jin|Xiangyu,Xiangyu,xiangyu,male,0.69,280.0,male
astro-ph|Díaz-Santos|Tanio,Tanio,tanio,male,0.95,328.0,male
math|Remy|Guillaume,Guillaume,guillaume,male,1.0,208646.0,male
astro-ph|Doyle|Alexandra E.,Alexandra E.,alexandra,female,0.99,555850.0,female
cs|D'Souza|Deepak,Deepak,deepak,male,0.99,208354.0,male
cs|Koubaa|Anis,Anis,anis,male,0.83,84525.0,male
eess|Dai|Liyi,Liyi,liyi,female,0.71,281.0,female
math|Yang|Wei,Wei,wei,male,0.69,20650.0,male
math|O'Sullivan|Cormac,Cormac,cormac,male,1.0,4994.0,male
astro-ph|Örtel|Sibel,Sibel,sibel,female,0.98,66128.0,female
quant-ph|Michimura|Yuta,Yuta,yuta,male,0.98,4352.0,male
cs|Yin|Hua-Lei,Hua-Lei,hua-lei,,0.0,0.0,unknown
cs|Hong|Cheol-Ho,Cheol-Ho,cheol-ho,male,0.86,5.0,male
math|Udell|Madeleine,Madeleine,madeleine,female,0.99,64374.0,female
physics|Gan|Yixiang,Yixiang,yixiang,male,0.79,103.0,male
cond-mat|Singh|Bahadur,Bahadur,bahadur,male,0.95,3348.0,male
math|Hidalgo|Ruben A.,Ruben A.,ruben,male,1.0,364351.0,male
cs|Zimmermann|Thomas,Thomas,thomas,male,1.0,1246668.0,male
quant-ph|Boche|Holger,Holger,holger,male,1.0,42673.0,male
math|Zong|Runhong,Runhong,runhong,female,0.64,9.0,female
hep-lat|Suzuki|Asobu,Asobu,asobu,male,0.89,7.0,male
astro-ph|Saridakis|Emmanuel N.,Emmanuel N.,emmanuel,male,0.99,383848.0,male
math|Bernstein|Andrey,Andrey,andrey,male,0.99,64646.0,male
cs|Short|Robert,Robert,robert,male,1.0,1568940.0,male
cs|Govindarajan|Chander,Chander,chander,male,0.98,7148.0,male
cs|Krafczyk|Adam,Adam,adam,male,0.98,837770.0,male
cs|Li|Cheuk Ting,Cheuk Ting,cheuk,male,0.72,710.0,male
cond-mat|Savić|Ivana,Ivana,ivana,female,0.99,159715.0,female
hep-th|Kaya|Ali,Ali,ali,male,0.95,1564127.0,male
math|Solar|Abraham,Abraham,abraham,male,0.99,135751.0,male
cs|Kang|Xin,Xin,xin,female,0.64,8137.0,female
hep-th|Fu|Chun-E,Chun-E,chun-e,,0.0,0.0,unknown
stat|Iacopini|Matteo,Matteo,matteo,male,1.0,310011.0,male
cs|Xu|Bei,Bei,bei,female,0.75,1115.0,female
astro-ph|Laas|Jacob C.,Jacob C.,jacob,male,1.0,300809.0,male
cs|Imre|Sandor,Sandor,sandor,male,0.98,12566.0,male
physics|Tas|Murat,Murat,murat,male,0.98,486203.0,male
quant-ph|Long|Chao-Yun,Chao-Yun,chao-yun,female,0.67,1.0,female
physics|Moulton|Derek E.,Derek E.,derek,male,1.0,188384.0,male
nlin|Perc|Matjaz,Matjaz,matjaz,male,0.99,1041.0,male
cs|Del Pia|Alberto,Alberto,alberto,male,1.0,707352.0,male
cs|Pientka|Brigitte,Brigitte,brigitte,female,0.99,173534.0,female
hep-ph|Bigazzi|Francesco,Francesco,francesco,male,1.0,733018.0,male
astro-ph|Rand|Richard J.,Richard J.,richard,male,1.0,1164111.0,male
math|Pra|Paolo Dai,Paolo Dai,paolo,male,1.0,420714.0,male
gr-qc|Tahura|Shammi,Shammi,shammi,male,0.53,1023.0,male
astro-ph|De Breuck|Carlos,Carlos,carlos,male,1.0,2154944.0,male
quant-ph|Mohseni|Masoud,Masoud,masoud,male,0.99,35356.0,male
math|Sun|Defeng,Defeng,defeng,male,0.89,35.0,male
math|Sok|Jérémy,Jérémy,jérémy,male,1.0,359216.0,male
math|Riera|Constanza,Constanza,constanza,female,1.0,37192.0,female
astro-ph|Gondolo|Paolo,Paolo,paolo,male,1.0,420714.0,male
astro-ph|Lithwick|Yoram,Yoram,yoram,male,0.99,4079.0,male
physics|Liu|Shuang,Shuang,shuang,female,0.77,1087.0,female
math|Fang|Xiang,Xiang,xiang,male,0.9,9605.0,male
physics|Kozhaev|Mikhail A.,Mikhail A.,mikhail,male,1.0,37769.0,male
physics|Manby|Frederick R.,Frederick R.,frederick,male,1.0,60107.0,male
hep-th|May|Alex,Alex,alex,male,0.95,1668776.0,male
nucl-th|Srivastava|Ajit M.,Ajit M.,ajit,male,0.99,44359.0,male
hep-ph|Manohar|Aneesh V.,Aneesh V.,aneesh,male,0.99,14573.0,male
hep-th|Schubring|Daniel,Daniel,daniel,male,0.99,2473313.0,male
hep-ph|Gao|Haiyan,Haiyan,haiyan,female,0.92,789.0,female
cond-mat|Bairagi|Kaushik,Kaushik,kaushik,male,1.0,19946.0,male
hep-th|Acquaviva|Giovanni,Giovanni,giovanni,male,0.99,500596.0,male
hep-th|Terno|Daniel R.,Daniel R.,daniel,male,0.99,2473313.0,male
math|Besançon|Mathieu,Mathieu,mathieu,male,0.99,152713.0,male
hep-ex|Chen|Pingping,Pingping,pingping,female,0.85,572.0,female
math|Su|Xifeng,Xifeng,xifeng,male,0.73,47.0,male
cond-mat|Papageorgiou|Dimitrios G.,Dimitrios G.,dimitrios,male,1.0,16327.0,male
cs|Uchida|Atsushi,Atsushi,atsushi,male,1.0,7361.0,male
astro-ph|Kritos|Konstantinos,Konstantinos,konstantinos,male,1.0,28067.0,male
gr-qc|Licht|David,David,david,male,1.0,3494330.0,male
astro-ph|Medford|Michael,Michael,michael,male,1.0,2538090.0,male
hep-th|Hasenfratz|Anna,Anna,anna,female,0.99,1674217.0,female
math|Marín|David,David,david,male,1.0,3494330.0,male
math|Perlick|Volker,Volker,volker,male,1.0,14055.0,male
cond-mat|Wolverson|Daniel,Daniel,daniel,male,0.99,2473313.0,male
astro-ph|Chianese|Marco,Marco,marco,male,1.0,1343806.0,male
cond-mat|Mishchenko|Andrey S.,Andrey S.,andrey,male,0.99,64646.0,male
math|Ringh|Emil,Emil,emil,male,0.99,79346.0,male
math|Gladiali|Francesca,Francesca,francesca,female,1.0,454126.0,female
eess|Tao|Tianyang,Tianyang,tianyang,male,0.79,73.0,male
astro-ph|Snellen|Ignas A. G.,Ignas A. G.,ignas,male,0.99,1006.0,male
eess|Konstantinou|Charalambos,Charalambos,charalambos,male,0.99,481.0,male
cs|Clarkson|Eric,Eric,eric,male,1.0,987132.0,male
quant-ph|Xiong|Haonan,Haonan,haonan,male,0.86,153.0,male
astro-ph|Foley|Bradford J.,Bradford J.,bradford,male,1.0,6996.0,male
astro-ph|Stebbins|Albert,Albert,albert,male,0.99,281951.0,male
math|Yuan|Xinyi,Xinyi,xinyi,female,0.98,4403.0,female
math|Levick|Jeremy,Jeremy,jeremy,male,1.0,359216.0,male
cond-mat|Matsumoto|Munehisa,Munehisa,munehisa,male,0.95,17.0,male
cs|Krilašević|Suad,Suad,suad,female,0.72,6364.0,female
cs|Kolay|Sudeshna,Sudeshna,sudeshna,female,0.98,338.0,female
math|Dougherty|Steven T.,Steven T.,steven,male,1.0,623298.0,male
nucl-ex|Deur|Alexandre,Alexandre,alexandre,male,0.99,169181.0,male
math|Rajchgot|Jenna,Jenna,jenna,female,1.0,100844.0,female
hep-ex|Zafar|Noman,Noman,noman,male,0.98,20886.0,male
